age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
31,self-employed,married,tertiary,no,1194,yes,no,-1,0,unknown,fail
44,entrepreneur,married,secondary,no,2878,yes,no,-1,0,unknown,fail
36,admin.,married,secondary,no,421,yes,no,334,3,other,fail
41,unemployed,divorced,tertiary,no,-198,yes,no,-1,0,unknown,fail
79,retired,married,primary,no,3481,no,no,-1,0,unknown,fail
56,entrepreneur,divorced,tertiary,no,151,yes,no,171,1,other,fail
28,blue-collar,married,secondary,no,1021,yes,no,326,1,other,fail
59,retired,married,secondary,no,1896,no,no,-1,0,unknown,fail
31,blue-collar,married,unknown,no,-357,yes,no,-1,0,unknown,fail
32,management,single,tertiary,no,347,yes,no,264,6,failure,fail
32,admin.,single,tertiary,no,725,no,no,-1,0,unknown,fail
35,blue-collar,married,tertiary,no,1016,yes,no,-1,0,unknown,fail
51,unemployed,married,primary,no,1162,yes,no,-1,0,unknown,success
36,services,divorced,primary,no,418,yes,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,701,no,yes,-1,0,unknown,fail
39,technician,married,secondary,no,3825,no,yes,-1,0,unknown,fail
38,blue-collar,married,secondary,no,121,yes,yes,212,2,failure,fail
39,admin.,married,secondary,yes,0,no,no,-1,0,unknown,fail
55,blue-collar,married,primary,no,283,no,yes,-1,0,unknown,fail
27,student,single,tertiary,no,5741,no,no,88,1,failure,fail
47,housemaid,married,primary,no,201,yes,no,382,1,failure,fail
28,blue-collar,single,secondary,no,-46,yes,no,89,11,failure,success
34,technician,single,tertiary,no,370,no,no,-1,0,unknown,fail
36,technician,divorced,secondary,no,160,yes,no,-1,0,unknown,fail
31,unemployed,single,secondary,no,-15,yes,no,370,3,other,fail
36,unknown,single,unknown,no,1070,no,no,-1,0,,fail
31,management,single,tertiary,no,1475,yes,yes,-1,0,unknown,fail
48,admin.,married,secondary,no,490,no,no,-1,0,,fail
55,services,married,secondary,no,1695,yes,no,-1,0,,fail
43,admin.,single,secondary,no,979,yes,no,-1,0,,fail
31,technician,divorced,secondary,no,304,no,no,-1,0,,fail
58,blue-collar,married,secondary,no,8195,yes,no,332,2,failure,fail
28,management,single,secondary,no,-513,no,yes,-1,0,unknown,fail
32,blue-collar,married,primary,no,-283,yes,no,349,2,other,fail
28,admin.,single,secondary,no,2,no,no,-1,0,,fail
36,management,single,tertiary,no,808,no,no,-1,0,,fail
39,services,married,secondary,no,304,yes,yes,-1,0,unknown,fail
53,management,divorced,primary,no,-17,yes,yes,-1,0,unknown,fail
38,management,married,tertiary,no,184,no,no,-1,0,,fail
40,management,single,tertiary,no,36,yes,no,-1,0,,fail
29,management,single,tertiary,no,600,yes,no,-1,0,unknown,fail
42,services,married,tertiary,no,412,yes,no,169,5,failure,fail
37,technician,married,secondary,no,83,yes,no,363,1,failure,fail
53,blue-collar,married,secondary,no,3397,yes,no,-1,0,unknown,fail
47,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
33,management,single,tertiary,no,973,no,no,-1,0,unknown,fail
26,technician,single,secondary,no,68,no,yes,-1,0,unknown,fail
40,admin.,married,secondary,no,1010,yes,no,-1,0,,fail
33,services,married,secondary,no,930,no,yes,-1,0,unknown,fail
33,blue-collar,single,primary,no,611,no,no,-1,0,,success
31,entrepreneur,single,tertiary,no,206,no,no,-1,0,,fail
46,admin.,single,secondary,no,1693,yes,no,-1,0,,success
53,services,married,secondary,yes,2262,no,no,-1,0,,fail
31,management,married,tertiary,no,6138,no,,-1,0,,fail
35,management,married,tertiary,no,222,yes,,-1,0,,fail
42,admin.,married,secondary,no,1535,yes,,108,2,failure,fail
75,retired,married,primary,no,962,no,,-1,0,,fail
30,admin.,single,secondary,no,1374,yes,,-1,0,,fail
33,management,married,tertiary,no,0,yes,,-1,0,,fail
31,admin.,divorced,secondary,no,253,yes,,-1,0,,fail
51,management,married,tertiary,no,-714,no,,-1,0,,fail
58,entrepreneur,married,tertiary,no,853,no,,-1,0,,success
33,technician,married,secondary,no,2666,no,,-1,0,,fail
28,blue-collar,married,tertiary,no,335,yes,,322,3,success,fail
50,blue-collar,married,primary,no,749,no,,-1,0,,fail
35,blue-collar,married,secondary,no,645,yes,,-1,0,,fail
35,blue-collar,married,secondary,no,2737,yes,,-1,0,,fail
30,entrepreneur,married,secondary,no,12737,no,yes,-1,0,unknown,success
,retired,married,unknown,no,519,no,,133,2,success,success
33,management,married,tertiary,no,8339,yes,,165,5,other,fail
26,student,single,unknown,no,603,no,,-1,0,,fail
,blue-collar,married,secondary,no,5450,no,no,-1,0,,fail
32,blue-collar,married,secondary,no,320,yes,no,-1,0,unknown,fail
32,admin.,married,secondary,no,-458,no,no,-1,0,unknown,fail
45,unemployed,divorced,secondary,no,728,yes,yes,-1,0,unknown,fail
42,management,married,unknown,no,1519,no,no,92,1,success,success
32,technician,single,secondary,no,792,no,no,-1,0,unknown,fail
40,admin.,divorced,secondary,no,274,yes,yes,-1,0,unknown,fail
37,management,single,unknown,no,715,yes,no,-1,0,unknown,fail
31,student,,tertiary,no,4951,no,no,-1,0,unknown,fail
33,technician,married,tertiary,no,-258,no,no,-1,0,unknown,fail
27,admin.,single,secondary,no,450,yes,no,-1,0,unknown,fail
33,management,married,tertiary,no,349,yes,yes,-1,0,unknown,fail
29,management,married,tertiary,no,30,no,no,-1,0,unknown,fail
36,technician,single,secondary,no,54,no,no,-1,0,unknown,fail
,unemployed,divorced,secondary,no,1088,no,no,-1,0,unknown,fail
35,management,single,tertiary,no,2646,no,no,182,1,success,success
30,management,single,tertiary,no,620,yes,no,-1,0,unknown,fail
28,management,single,tertiary,no,293,yes,no,-1,0,unknown,fail
33,unemployed,married,primary,no,574,yes,no,-1,0,unknown,fail
31,entrepreneur,married,secondary,no,162,yes,yes,-1,0,unknown,fail
34,technician,married,tertiary,no,5547,yes,no,-1,0,unknown,fail
33,management,married,tertiary,no,158,no,no,83,2,success,fail
38,admin.,divorced,secondary,no,673,yes,no,170,3,other,fail
44,technician,married,unknown,yes,-375,yes,yes,-1,0,unknown,fail
35,self-employed,single,tertiary,no,-30,no,no,-1,0,unknown,fail
,management,married,tertiary,no,0,yes,no,9,2,other,fail
26,blue-collar,single,secondary,no,8,yes,no,-1,0,unknown,fail
,self-employed,married,primary,no,362,no,yes,-1,0,unknown,success
,blue-collar,married,secondary,no,1765,yes,no,-1,0,unknown,fail
,entrepreneur,married,secondary,no,0,no,no,-1,0,unknown,success
32,management,single,tertiary,no,1493,yes,no,-1,0,unknown,fail
55,technician,single,unknown,no,776,no,no,-1,0,unknown,fail
29,admin.,divorced,tertiary,yes,0,no,yes,-1,0,unknown,success
27,blue-collar,single,primary,no,497,yes,no,272,1,other,fail
51,admin.,married,secondary,no,42,yes,no,-1,0,unknown,fail
35,services,single,secondary,no,49,no,no,-1,0,unknown,fail
38,admin.,single,secondary,no,626,no,no,-1,0,unknown,fail
77,retired,married,primary,no,121,no,no,-1,0,unknown,fail
47,management,divorced,unknown,no,184,yes,no,-1,0,unknown,fail
26,student,,secondary,no,1209,yes,no,-1,0,unknown,fail
28,technician,single,tertiary,no,-214,yes,no,-1,0,unknown,fail
37,admin.,divorced,secondary,no,796,no,no,-1,0,unknown,fail
56,technician,married,secondary,no,147,no,no,-1,0,unknown,fail
58,management,married,secondary,no,2739,yes,no,-1,0,unknown,fail
42,management,married,tertiary,no,261,no,no,-1,0,unknown,fail
48,technician,married,secondary,no,504,no,yes,-1,0,unknown,fail
51,entrepreneur,married,tertiary,yes,4,yes,no,-1,0,unknown,fail
24,student,,secondary,no,597,yes,no,-1,0,unknown,success
47,admin.,single,tertiary,no,178,no,no,-1,0,unknown,fail
52,management,single,tertiary,no,83,no,no,-1,0,unknown,success
35,blue-collar,single,secondary,no,-41,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,640,no,no,213,2,failure,fail
43,technician,married,secondary,no,69,yes,yes,260,2,failure,fail
29,services,married,primary,no,321,yes,no,,0,unknown,fail
33,blue-collar,married,secondary,no,2254,yes,no,-1,0,unknown,fail
27,management,single,tertiary,no,1720,no,no,224,3,success,success
34,services,married,secondary,no,80,no,yes,-1,0,unknown,fail
46,admin.,married,secondary,no,3098,yes,no,-1,0,unknown,fail
49,management,married,tertiary,no,92,yes,no,-1,0,unknown,fail
33,technician,single,tertiary,no,696,no,yes,176,8,failure,fail
31,blue-collar,married,secondary,no,3653,yes,yes,168,4,failure,fail
44,blue-collar,married,primary,no,1147,yes,no,-1,0,unknown,fail
35,services,divorced,secondary,no,67,yes,no,-1,0,unknown,fail
39,entrepreneur,divorced,tertiary,no,208,yes,no,240,2,failure,fail
35,management,single,tertiary,no,1750,yes,no,9,3,success,success
37,blue-collar,married,secondary,no,1731,yes,yes,-1,0,unknown,fail
44,blue-collar,divorced,primary,yes,-119,yes,no,-1,0,unknown,fail
26,blue-collar,single,secondary,no,6,no,yes,-1,0,,fail
36,entrepreneur,single,tertiary,no,658,yes,no,-1,0,unknown,fail
58,retired,married,secondary,no,0,yes,no,-1,0,unknown,fail
27,management,single,secondary,no,1609,yes,no,-1,0,unknown,fail
49,housemaid,married,primary,no,78,no,no,-1,0,unknown,fail
46,self-employed,married,secondary,no,942,no,no,-1,0,unknown,fail
48,unemployed,married,secondary,no,1724,no,no,-1,0,unknown,fail
26,blue-collar,single,secondary,no,786,yes,yes,-1,0,unknown,fail
39,blue-collar,married,secondary,no,-405,yes,no,-1,0,unknown,fail
28,admin.,single,secondary,no,261,yes,yes,142,6,success,success
41,blue-collar,divorced,primary,no,1498,no,no,-1,0,unknown,fail
36,management,married,tertiary,no,1235,no,no,-1,0,unknown,fail
60,unknown,married,unknown,no,652,no,no,-1,0,unknown,fail
36,blue-collar,married,primary,no,23,yes,no,-1,0,unknown,fail
38,management,married,secondary,no,65,yes,no,-1,0,unknown,fail
53,blue-collar,married,secondary,no,359,no,yes,-1,0,unknown,fail
43,blue-collar,married,secondary,no,-111,yes,,-1,0,unknown,fail
28,technician,single,tertiary,no,-594,yes,yes,353,2,other,fail
50,housemaid,single,secondary,no,799,no,,-1,0,unknown,fail
52,blue-collar,married,secondary,no,698,no,,-1,0,unknown,fail
50,blue-collar,married,secondary,no,3436,yes,yes,-1,0,unknown,fail
38,services,married,primary,no,0,no,,-1,0,unknown,fail
43,technician,single,secondary,no,214,yes,,-1,0,unknown,fail
49,unknown,married,secondary,no,4846,no,,-1,0,unknown,fail
39,blue-collar,married,secondary,no,679,yes,,-1,0,unknown,fail
52,technician,married,secondary,no,98,yes,,245,2,failure,fail
56,blue-collar,married,primary,no,379,no,,-1,0,unknown,fail
68,retired,single,unknown,no,518,no,,-1,0,unknown,fail
43,services,divorced,secondary,no,5571,no,,-1,0,unknown,fail
59,technician,divorced,secondary,no,797,yes,,165,2,failure,fail
52,technician,married,secondary,no,195,yes,,63,5,failure,success
23,student,,tertiary,no,113,no,,-1,0,unknown,success
35,unemployed,single,secondary,no,947,yes,,-1,0,unknown,fail
41,entrepreneur,divorced,tertiary,no,958,no,,-1,0,unknown,fail
45,technician,married,tertiary,no,970,no,,-1,0,unknown,fail
38,entrepreneur,married,primary,no,1390,yes,no,-1,0,unknown,fail
36,services,married,secondary,no,3740,yes,no,-1,0,unknown,fail
36,management,single,tertiary,no,688,no,no,120,1,failure,fail
35,services,married,secondary,no,27,yes,yes,278,3,failure,fail
50,admin.,divorced,secondary,yes,-500,yes,no,-1,0,unknown,fail
34,technician,single,tertiary,no,2283,no,no,-1,0,unknown,fail
36,blue-collar,married,secondary,no,-318,yes,no,-1,0,unknown,fail
26,unemployed,single,secondary,no,111,no,no,-1,0,,success
34,blue-collar,single,secondary,no,610,yes,no,-1,0,,fail
52,blue-collar,married,primary,no,-63,yes,no,-1,0,,fail
48,unemployed,divorced,secondary,no,201,no,no,-1,0,,success
49,admin.,married,secondary,no,3620,no,no,-1,0,,fail
21,student,single,secondary,no,123,no,no,91,1,success,success
29,admin.,married,secondary,no,287,no,yes,-1,0,unknown,fail
23,housemaid,married,tertiary,no,1226,no,no,-1,0,,fail
48,technician,married,secondary,no,-38,yes,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,1203,yes,yes,350,7,failure,fail
50,unknown,married,primary,no,341,yes,yes,340,2,success,success
33,blue-collar,married,secondary,no,4996,yes,no,363,2,failure,fail
42,services,married,secondary,no,-43,yes,yes,-1,0,unknown,fail
33,blue-collar,married,primary,no,163,yes,no,-1,0,unknown,fail
35,admin.,single,secondary,no,0,yes,no,-1,0,unknown,fail
49,management,divorced,tertiary,no,1904,no,yes,-1,0,unknown,fail
30,admin.,single,secondary,no,60,no,no,-1,0,unknown,fail
39,entrepreneur,married,secondary,no,0,no,no,-1,0,unknown,fail
34,blue-collar,single,primary,no,2299,no,no,-1,0,unknown,fail
51,retired,married,primary,no,229,,no,-1,0,unknown,fail
34,blue-collar,married,secondary,no,-185,yes,yes,-1,0,unknown,fail
38,admin.,married,secondary,no,-500,no,yes,195,5,other,fail
33,management,single,tertiary,no,3170,no,no,-1,0,unknown,fail
46,management,married,tertiary,no,477,yes,no,-1,0,unknown,fail
56,self-employed,married,secondary,no,445,no,no,-1,0,unknown,fail
60,blue-collar,married,primary,no,1670,no,no,-1,0,unknown,fail
35,management,single,secondary,no,73,yes,no,-1,0,unknown,fail
42,blue-collar,divorced,secondary,no,667,yes,no,-1,0,unknown,fail
38,management,married,tertiary,no,-558,yes,no,-1,0,unknown,fail
32,services,married,secondary,no,250,yes,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,661,yes,no,-1,0,unknown,success
39,blue-collar,married,secondary,no,280,yes,no,-1,0,unknown,fail
52,unemployed,married,primary,no,20,yes,no,-1,0,unknown,fail
31,technician,married,tertiary,no,0,yes,no,-1,0,unknown,fail
40,services,divorced,secondary,no,131,yes,no,-1,0,unknown,fail
46,services,married,secondary,no,1516,no,no,-1,0,unknown,fail
47,unemployed,married,primary,no,168,yes,no,241,1,other,fail
42,management,divorced,secondary,no,764,no,yes,-1,0,unknown,fail
31,services,single,secondary,no,-45,no,no,-1,0,unknown,fail
25,blue-collar,single,secondary,no,189,no,yes,-1,0,unknown,success
48,self-employed,married,secondary,no,91,no,no,-1,0,unknown,fail
24,student,single,secondary,no,1719,no,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,1343,yes,yes,-1,0,unknown,fail
54,retired,married,primary,no,2243,no,no,-1,0,unknown,fail
35,management,married,tertiary,no,249,yes,no,-1,0,unknown,fail
42,entrepreneur,married,secondary,no,46,no,,-1,0,unknown,fail
31,admin.,single,secondary,no,270,no,,200,2,success,fail
54,blue-collar,married,primary,no,532,no,,-1,0,unknown,fail
34,blue-collar,single,secondary,no,213,yes,,343,2,failure,fail
46,management,divorced,tertiary,no,2166,yes,,-1,0,unknown,success
42,services,married,secondary,no,0,yes,,-1,0,unknown,fail
65,retired,divorced,secondary,no,744,no,,-1,0,unknown,fail
51,housemaid,married,unknown,no,2337,yes,,41,5,success,fail
46,management,married,tertiary,no,1950,no,,-1,0,unknown,fail
36,technician,single,secondary,no,125,yes,,-1,0,unknown,success
60,housemaid,divorced,secondary,no,2063,no,,99,2,failure,fail
58,management,divorced,secondary,no,3161,no,,-1,0,unknown,success
38,blue-collar,single,secondary,no,5891,yes,,-1,0,unknown,fail
53,blue-collar,married,unknown,no,1230,no,no,-1,0,unknown,fail
56,retired,married,primary,no,340,yes,no,-1,0,unknown,fail
29,management,married,tertiary,no,199,yes,yes,-1,0,unknown,success
69,retired,married,primary,no,2398,no,no,186,1,failure,fail
57,retired,divorced,tertiary,no,3875,no,no,-1,0,unknown,fail
43,management,married,primary,no,62,yes,no,-1,0,unknown,fail
54,management,married,tertiary,no,2226,yes,no,-1,0,unknown,fail
48,admin.,single,secondary,no,96,yes,no,-1,0,unknown,fail
38,admin.,married,tertiary,no,1988,no,no,130,2,failure,success
37,admin.,single,secondary,no,0,no,no,-1,0,unknown,fail
35,management,married,tertiary,no,520,yes,no,17,5,failure,success
45,blue-collar,married,secondary,no,22928,no,no,-1,0,unknown,fail
36,admin.,married,secondary,no,587,no,no,-1,0,unknown,fail
53,admin.,married,secondary,no,769,no,no,-1,0,unknown,fail
38,entrepreneur,married,tertiary,no,228,yes,no,-1,0,unknown,fail
31,management,single,secondary,no,1310,yes,no,-1,0,unknown,fail
53,services,single,secondary,no,1162,yes,no,-1,0,unknown,fail
48,admin.,married,secondary,no,126,yes,yes,-1,0,unknown,fail
43,technician,married,tertiary,no,1201,yes,yes,-1,0,unknown,fail
38,technician,married,secondary,no,205,no,no,-1,0,unknown,success
35,management,single,tertiary,no,0,no,yes,-1,0,unknown,fail
47,blue-collar,single,primary,no,10558,yes,no,174,2,other,fail
33,blue-collar,married,secondary,no,66,no,no,-1,0,unknown,fail
57,retired,married,primary,no,5010,no,no,-1,0,unknown,fail
37,self-employed,married,secondary,no,1549,yes,no,-1,0,unknown,fail
30,technician,single,secondary,no,938,no,no,141,3,other,fail
27,blue-collar,single,primary,no,1,no,no,-1,0,unknown,fail
42,management,married,tertiary,no,1686,yes,yes,-1,0,unknown,fail
45,services,married,secondary,no,-158,yes,no,-1,0,unknown,fail
39,blue-collar,single,primary,no,581,yes,no,270,1,other,success
26,student,single,unknown,no,2020,no,no,-1,0,unknown,fail
39,admin.,married,secondary,yes,-104,yes,no,-1,0,unknown,fail
25,technician,single,secondary,no,5695,no,no,-1,0,unknown,fail
38,management,married,unknown,no,1349,yes,no,-1,0,unknown,fail
54,management,married,primary,no,3859,no,yes,-1,0,unknown,fail
60,retired,divorced,primary,no,2516,no,no,-1,0,unknown,fail
32,blue-collar,divorced,secondary,no,-15,yes,yes,-1,0,unknown,fail
46,blue-collar,married,primary,no,174,no,yes,-1,0,unknown,fail
50,blue-collar,married,primary,no,235,no,no,-1,0,unknown,fail
47,entrepreneur,divorced,tertiary,no,178,no,no,-1,0,unknown,fail
32,services,married,secondary,no,1398,yes,yes,-1,0,unknown,fail
56,blue-collar,married,primary,no,247,no,no,-1,0,unknown,fail
32,technician,single,unknown,no,491,no,no,91,7,success,success
27,management,single,tertiary,no,218,yes,no,-1,0,unknown,fail
58,management,divorced,tertiary,no,50,yes,no,-1,0,unknown,fail
34,blue-collar,married,primary,no,2490,yes,no,180,1,failure,fail
38,management,divorced,tertiary,,637,yes,no,343,1,other,fail
34,management,single,tertiary,no,1310,no,yes,-1,0,unknown,fail
